id,name,year,genre,joy,sadness,anger,love,fear,song_emotion,lyrics
6907kOMXzkmvE9sFlYLuBg,Maintain,2019,Hip-Hop,3,1,14,0,0,anger,"Excuse me bartender got a lighter I could borrow?
 And while you're at it, crack a bottle
 Let me wallow in my sorrow
 I can't stop it once I start, so
 I should probably quit
 I know it's hard though
 I should probably call in sick tomorrow
 But
 I don't think there's any drivers headed uptown
 No way I'll catch a bus now
 You, let me get a bust down
 Before I go inside and talk to shorty with her bust out
 Bust out with some corny pick-up line before she shuts down
 But just now
 Someone talkin shit got kicked the fuck out
 Undercovers raided and those underages snuck out
 So if you want the run down
 Come inside and join me just for one round
 Somehow I'ma try to skip this come down
 See every damn night
 We do the same things
 Same shit, different toilet
 Same people, same name
 Everybody getting high on the same thing
 Focused on just gettin by tryna maintain
 Every damn night
 We do the same things
 Same shit, different toilet
 Same people, same name
 Everybody getting high on the same thing
 Focused on just gettin by tryna maintain
 Every damn night
 We do the same things
 Same shit, different toilet
 Same people, same name
 Everybody getting high on the same thing
 Focused on just gettin by tryna maintain
 See over there that's Mikey
 And next to Mikey's Steven
 And Steven's always cheatin on his wifey on the weekend
 And every single evening
 He's drinking uncontrollably
 And sniffing lines, tweaking
 Think he's going off the deep end
 But actually he's no so bad if you should get to speaking
 Underneath it all he's harmless he's just got some inner demons
 And maybe that's the reason
 Why these kid's taking prescription pills
 Dying prematurely's like tradition
 Addiction kills
 But here's a twenty
 Why don't you go get some bills
 Put somethin on the jukebox for them bitches in the six inch heels
 And after that, we can take a toke of piff
 I got a pack of Parliaments in case you wanna smoke a grip
 Besides, I can't stand when CNN's on
 Cause every time Obama's on somebody drops an n-bomb
 That's dead wrong
 Said the waitress drinking cabernet
 This might be absurd to you
 To me it's just a Saturday
 See every damn night
 We do the same things
 Same shit, different toilet
 Same people, same name
 Everybody getting high on the same thing
 Focused on just gettin by tryna maintain
 Every damn night
 We do the same things
 Same shit, different toilet
 Same people, same name
 Everybody getting high on the same thing
 Focused on just gettin by tryna maintain
 Every damn night
 We do the same things
 Same shit, different toilet
 Same people, same name
 Everybody getting high on the same thing
 Focused on just gettin by tryna maintain
 Last call, light's flickering
 I can see these ladies whispering
 I'm throwing lines out like a fisherman
 Pardon me for eavesdropping
 Silly me for listening
 (That's okay)
 How you doing? Won't you introduce me to your sister's friend?
 (This is Jennifer)
 You're from out of town, visiting from Michigan?
 (Uh uh)
 Coulda swore I saw you at my cousin Chris's christening
 (Mmm, I don't think so)
 Maybe it was on the beach, sun tan glistening
 (Mmm, maybe)
 You a real bad girl and you could use some discipline
 (You so stupid)
 Haha. So won't you come let me take care of that
 Fuck you're boyfriend over there, I'm a god compared to that
 (Why you keep looking at him!)
 Well if he's gonna stare at me, I'm staring back
 That's when I blew it
 Yo what the fuck you staring at?
 (What the fuck YOU staring at?)
 What?
 (You looking at my girl)
 Okay
 (Babe, calm down, it's nothing like that)
 We're having a conversation
 (Take it easy)
 Me and her are talking
 (Stop)
 (Yo take it easy guys)
 So that's you're girlfriend, so what?
 (You need to calm down, you need to stop)
 I don't give a fuck
 (You guys need to relax man)
 What are you gonna do?
 (Are either of you listening to me?)
 What are you gonna do about it?
 (You guys need to calm the fuck down man)
 Yeah that's what I thought
 (It's last call anyway, you shouldn't even be here)
 Do not put you're fucking hands on me
 Get the fuck off me man
 (Stop it!)
 Alright so let's go outside
 (You wanna go outside, we'll go outside)
 Me and you
 Fuck off me
 (Babe let's go
 Babe, let's go)
 (You guys gotta get the fuck out
 I swear to God
 Or I'll fucking kick you both out myself man
 Not in my bar man
 It's last call
 You shouldn't even be in here
 God damn)"
077vXHd5B0Zbdiui4ajQme,Hold You Back,2019,R&B,6,1,2,2,0,joy,"You got to know, that she won't love you back
 That she won't love you back like I can (like I can)
 She don't understand, your body like I can
 All she does is hold you back (okay)
 Girl we are not the same
 She don't wanna get involved like me
 She don't wanna accept the faults
 She'll never take the fall
 All of the sudden you're making a change
 Can't you tell that she's running a game?
 You should know these players gone play, play (Uh-huh)
 You got to know, that she won't love you back, love you back
 (Won't love you, won't love you)
 You got to know, that she won't love you back like I can
 (Like I can, like I can)
 (Won't love you, won't love you)
 You got to know that I won't love you back
 That I won't love you back, 'cause I can't
 (Won't love you, won't love you)
 You don't understand my body like she can
 All you do is holding me back (holding me back)
 I'm so over getting all of these fools that don't value my time
 I'm so over getting all of these losers that don't nurture my mind
 I get tiered of the lies
 I can see through your eyes (yeah)
 You can say, you can say what you want
 But I still don't want you
 Hey, I say hey
 Baby, don't want your loving
 I got me something
 I say hey
 I don't even want your money
 I got my own thing
 I said bae
 I'ma be fine without you
 Don't you worry
 Don't you worry no more, no more
 You got to know that I won't love you back, love you back
 (Won't love you, won't love you)
 You got to know that I won't love you back, 'cause I can't
 ('Cause I can't)
 You got to know, that she won't love you back, love you back
 ♪
 You got to know, that she won't love you back, like I can
 
 You got to know, that she won't love you back
 That she won't love you back like I can (like I can)
 She don't understand, your body like I can
 All she does is hold you back (okay)
 Girl we are not the same
 She don't wanna get involved like me
 She don't wanna accept the faults
 She'll never take the fall
 All of the sudden you're making a change
 Can't you tell that she's running a game?
 You should know these players gone play, play (Uh-huh)
 You got to know, that she won't love you back, love you back
 (Won't love you, won't love you)
 You got to know, that she won't love you back like I can
 (Like I can, like I can)
 (Won't love you, won't love you)
 You got to know that I won't love you back
 That I won't love you back, 'cause I can't
 (Won't love you, won't love you)
 You don't understand my body like she can
 All you do is holding me back (holding me back)
 I'm so over getting all of these fools that don't value my time
 I'm so over getting all of these losers that don't nurture my mind
 I get tiered of the lies
 I can see through your eyes (yeah)
 You can say, you can say what you want
 But I still don't want you
 Hey, I say hey
 Baby, don't want your loving
 I got me something
 I say hey
 I don't even want your money
 I got my own thing
 I said bae
 I'ma be fine without you
 Don't you worry
 Don't you worry no more, no more
 You got to know that I won't love you back, love you back
 (Won't love you, won't love you)
 You got to know that I won't love you back, 'cause I can't
 ('Cause I can't)
 You got to know, that she won't love you back, love you back
 ♪
 You got to know, that she won't love you back, like I can"
7tRYdVO93ppaQmrewQX93f,Watch It Burn,2019,Rock,1,0,3,0,0,anger,"I'm confused about the weather it's raining in summer time
I'm just wondering cause it's fucking cold outside
Am I wrong if I blame this in politics
Am I right if I say no one gives a shit
This might get ugly
Not for us but for our kids
I don't care about anyone else but me
Rather watch it all burn and go to sleep
Dreaming of tomorrow
Dreams of no tomorrow
We're abused and belittled, deluded to work and pray
We're amused by the stupidest shit they sell
Keep 'em small, feed them stories of love and wealth
Drop the curtain this place is a fucking hell
This might get ugly
Not for us but for our kids
I don't care about anyone else but me
Rather watch it all burn and go to sleep
Dreaming of tomorrow
Dreams of no tomorrow
I don't care about anyone else but me
Rather watch it all burn and go to sleep
Dreaming of tomorrow
Dreams of no tomorrow
I don't care about anyone else but me
Rather watch it all burn and go to sleep
Dreaming of tomorrow
Dreams of no tomorrow
I don't care about anyone else but me
Rather watch it all burn and go to sleep
Dreaming of tomorrow
Dreams of no tomorrow"
6Sq3AiBZZEfiF21x6ESrI6,Good Time - R3HAB Remix,2019,Electronic,6,2,1,0,0,joy,"(Good-good-good time)
(I just, I just, I just want a good-good-good time)
(I got enough on my mind)

I just, I just, I just
Wanna get drunk with my friends
Talk about some nonsense
With girls that we just met
I just, I just, I just
Wanna go out, midnight
Low key, no fights
I'm messed up, man, you drive

I just, I just, I just
Wanna tell the barback line 'em up ('em up)
'Cause the whole world needs some love

I just want a good time, I
I just want a good time, I
I got enough on my mind, I
Yeah, I just want a (good), I just want a
I just want a good time, I
I just want a good time, I
I got enough on my mind, I
Yeah, I just want a, I just want a

I just, I just, I just want a good-good-good time
I just good-good-good time
I just, I just, I just want a good-good-good time
I got enough on my mind
I just, I just, I just want a good-good-good time
I just good-good-good time
I just, I just, I just want a good-good-good time
I got enough on my mind (I just want a)

I just, I just, I just want a
Catch vibes with strangers
Find out we're neighbors
From back in LA, yeah
I just, I just, I just
Wanna call up my exes
Wish them the bestest
I'm that kinda wasted

I just, I just, I just
Wanna tell the barback line 'em up (ah-ah-ah-oh)
'Cause the whole world needs some love

I just want a good time, I
I just want a good time, I
I got enough on my mind, I
Yeah, I just want a (good), I just want a
I just want a good time, I
I just want a good time, I
I got enough on my mind, I
Yeah, I just want a, I just want a

I just, I just, I just want a good-good-good time
I just good-good-good time
I just, I just, I just want a good-good-good time
I got enough on my mind
I just, I just, I just want a good-good-good time
I just good-good-good time
I just, I just, I just want a good-good-good time
I got enough on my mind (I just wanna)

I just, I just, I just want a
Stop stressin' and start counting blessings, yeah
Ah-ah, oh-oh
Stop obsessin' and just start lettin' it all go

I just want a good time, I
I just want a good time, I
I got enough on my mind, I
Yeah, I just want a, I just want a
I just, I just, I just want a"
6wwYN6lBOBdIXVkRhvbHb8,Through the Hollow Raven's Eyes,2019,Rock,1,5,1,0,1,sadness,"Forward till dawn the fire will spread
Consuming the earth from the grail of matter
Drain the oceans
Depleting the life
There is no escape from the eye
Oh the silence calls to return
Behold the wrath of the dark crimson sky
Wailing cries from the fountain
Blaring from the mountainside
Oh how the trees have died
From the final call to arms
I hold the ancient stone
Calling forth the echoes of time
Test the conjuring light
Through the hollow raven's eyes
Lifeless formations frozen in the natural world
These haunting visions of Hell
Emerging from the depths of the earth
To return the sorrow
and hatred by man
The sorrow
And hatred
Oh the paralyzing existence
Illusions of faith summoned by the dead
Reborn from ancient sun
Within the endless stars
To discover the hidden universe
Created by the void
Conceive the secret path within
There is no higher
For the hearth's fire defined
Engulfed by the morning light
Silent across the snow
Fallen trees of old
Haunted starlit skies
Echoing further into the night
Deceived by lies
The Great cluster of stars
Forever calling
Beyond this natural world
There is no sacred plane
Rebirth from the lifeless soil
Follow the sorrow
To construct the incomplete pattern
Among the fallen stars
Cast away the silent dream
There is no reality in my own life
What once belonged to us
Now drifts eternally
Awakened fire across the sky
For one thousand years may pass
My mind forever still across time
Lifeless formations frozen in the natural world
These haunting visions of hell
Emerging from the depths of the earth
To return the sorrow and hatred by man
I hold the fire of the ancient stone
Cast afar from my own home
And with this power I see the life
Only through the hollow raven's eyes"
3MyrKuMveHZkZNTRQS9ILw,Keep Dancing,2019,Pop,4,1,1,0,2,joy,"Don't wanna talk about it
Don't wanna talk anymore
Don't wanna think about
The things I've tried to ignore
It's the uncertainty about it
That makes certain I'm wasting my time
And on the surface I'm pretending to be better
""Hey, as long as you look fine""

Oo-oo-oo, oo-oo-oo-oo
And when I doubt myself
Wish I was someone else
Oo-oo-oo, oo-oo-oo-oo
And when I doubt myself

So keep dancing
Keep on dancing
I keep dancing
No matter how I feel
So keep dancing
Keep on dancing
I keep dancing
No matter how I feel

I swear I've lost myself
With all of this talk
Because it's all been said
It's all been said before
And we can go around in circles
We can go around in circles again
And at the end of this all
I'm worried if I'll even still have my friends

Oo-oo-oo, oo-oo-oo-oo
And when I doubt myself
Wish I was someone else
Oo-oo-oo, oo-oo-oo-oo
And when I doubt myself

So keep dancing
Keep on dancing
I keep dancing
No matter how I feel
So keep dancing
Keep on dancing
I keep dancing
No matter how I feel

And when I doubt myself
Wish I was someone else
And when I doubt myself
Wish I was someone else

Keep dancing
Keep on dancing
I keep dancing
So keep dancing
Keep on dancing
I keep dancing

So keep dancing
Keep on dancing
I keep dancing
No matter how I feel
So keep dancing
Keep on dancing
I keep dancing
No matter how I feel"
5uhAVbXda6xDa8d7k9kntL,I Decay,2019,Hip-Hop,1,3,0,0,0,sadness,"Ohm
Ohm
Ohm
Ohm
Ohm
Ohm (Ahhh)

I lay
I decay
I lay
I decay
Nowhere to go
I have no home

Ohm
Ohm

No one to talk to
Never opened to anyone
So I lay
I decay
The word goes around
While mine is upside down
Why am I here
I feel that death is near

I wanna die
So I
Lay

I decay
I lay
I decay
I lay
I decay"
5AWULaFp4cqXXr82LXkDP1,Advice - Live at Hoxton Hall,2019,Pop,1,0,5,0,0,anger,"I lost all my lunch
I threw it on the ground
I don't wanna talk
Don't wanna be around
I know you're trying to help
I think that's really nice
But I know myself
I don't need your advice

I've got a hint for you
Take it
Are you hungry?
I have my shorts for you to eat

Leave me alone
I don't owe you anything
You're not my friend
You're not my mom

So please don't talk to me
You don't know anything
I am not your conversation

People will talk
But that's not what I want
I can be myself without explanation

Alone on Sunday night
I saw a ton of shit
It made me really mad
You told me not to quit
Said, this is how it is
You're giving them your life
But I don't wanna give
I want it for myself

As selfish as it is
I need it for my health
And I have stuff to do
For me, nobody else
Nobody else

So please don't talk to me
You don't know anything
I am not your conversation

People will talk
But that's not what I want
I can be myself without explanation"
5CalS8Gn69OOrR9aiw0ZO9,Honeybee,2019,Folk,3,3,1,0,0,joy,"Honeybee
Could you imagine where our lives would lead?
That silly ring, it wasn't meant to be
Luckily, you saw in me
Somethin' I couldn't see

Honeybee
I can't imagine how my life would be
If all your gravity did not hit me
Oh, don't you see?
Darlin', my honeybee

But here we are
After all the misses and confessions
To the scars
That we never really owned as ours

And if our world comes tumbling down
I never could forgive myself for leavin' out
You're the one, you are the only one

Such a fool
I took your love and I bent all the rules
You took the blow and didn't let it show
Stuck around to let me know
Built a family of our own

Look around
We made a garden of the love we found
So many reasons I would fight to stay
You're the courage when I fade
Take a look at what we've made

But here we are
After all the misses and confessions
To the scars
That we never really owned as ours

And if our world comes tumbling down
I never could forgive myself for leavin' out
You're the one, you are the only one

Won't you decide?
Won't you decide?
I want you to soar
Don't doubt anymore (little by little, we meet in the middle)

Won't you decide? (If that's alright)
Won't you decide? (I hope you can hear me, I needed you near me)
I want you to soar (you saved my life)
Don't doubt anymore (let's keep this between you and I)

And if our world comes tumbling down
I never could forgive myself for leavin' out
And if our world comes tumbling down (if our world comes tumbling down)
I never could forgive myself for leavin' out (I never could forgive myself)
You're the one, you are the only one

And if our world comes tumbling down (if the world comes tumbling down)
I never could forgive myself, I'll say it now (I never could forgive myself)
You're the one, you are the only one"
2Oq5UPVAHHegdrtluEhoEO,Crow,2019,Folk,5,1,1,0,0,joy,"I think of you much more than I
Would like to admit that I
Do before strangers
But there you are

Whistling through the trees again
Rustling through the leaves my friend
A feather on my pillow
Let's me know that you're near

I remember the night that you arrived
December maybe, '95
Your hair and your breath smelled
Of John Player Specials

A stranger who I learned to love
A friend when really no one was
My Daedalus, my wings to fly
Why'd you leave me behind?

My beautiful crow
And all those black feathers
Perched deep in my soul
Won't let me let you go

I never really thanked you for
All of the light you brought
Into my mother's eyes
So many others tried

Her sadness since the day you left
She will not get out of bed
She stares out the window
Smokes a black pack of JPS

I was out on St Paul's
When I heard about your fall
Walking with Caroline
She bums smokes from time to time

I walked home alone that night
I could feel you when I closed my eyes
I looked up into the night
And watched black feathers fall from the sky

I think of you much more than I'm allowed to admit
But I do
I still do

My beautiful crow
And all those black feathers
Perched deep in my soul
Won't let me let you go

I have tried to push you down
I have tried to cut you out
You're rattling your cage
I'm rattling my cage

I have tried to drown you out
Drink till I don't hear the sound
The song's still the same
The song's still the same

My beautiful crow
And all those black feathers
Perched deep in my soul
Won't let me let you go"
2DkpoHJ1h88e9dyc6SFIm2,Happens to the Heart,2019,Folk,3,3,2,0,0,joy,"I was always working steady
But I never called it art
I got my shit together
Meeting Christ and reading Marx
It failed, my little fire
But it spread the dying spark
Go tell the young messiah
What happens to the heart
There's a mist of summer kisses
Where I tried to double-park
The rivalry was vicious
The women were in charge
It was nothing, it was business
But it left an ugly mark
I've come here to revisit
What happens to the heart
I was selling holy trinkets
I was dressing kind of sharp
Had a pussy in the kitchen
And a panther in the yard
In the prison of the gifted
I was friendly with the guards
So I never had to witness
What happens to the heart
I should have seen it coming
After all, I knew the chart
Just to look at her was trouble
It was trouble from the start
Sure, we played a stunning couple
But I never liked the part
It ain't pretty, it ain't subtle
What happens to the heart
Now the angel's got a fiddle
The devil's got a harp
Every soul is like a minnow
Every mind is like a shark
Me, I've broken every window
But the house, the house is dark
I care, but very little
What happens to the heart
Then I studied with this beggar
He was filthy, he was scarred
By the claws of many women
He had failed to disregard
No fable here, no lesson
No singing meadowlark
Just a filthy beggar guessing
What happens to the heart
I was always working steady
But I never called it art
It was just some old convention
Like the horse before the cart
I had no trouble betting
On the flood, against the ark
You see, I knew about the ending
What happens to the heart
I was handy with a rifle
My father's .303
I fought for something final
Not the right to disagree"
3e4zN8UUqE5qvK4Uozdwhn,Absolution,2019,Rock,3,0,0,0,0,joy,"Standing tall at the monolith
Intertwined with the earth
Your absence sends shivers through my bones
An absence that shatters the ground

No, I won't watch you die again
We were in the woods
You extended your hand
And I declared
I will be your guardian

Set fire to the past
Everything that once was
And be reborn

Set fire to the past
Everything that once was
And I will be reborn

Every sacrifice
Was not in vein
Your memory
Is burned into my spirit

In absolution, we exist benevolently
""You carried the weight of the world
On your shoulders
...And you triumphed"""
5pJ1d5zTCb1DSoXZBLxxRG,Seth,2019,Rock,0,4,2,0,0,sadness,"Every now and then I see them
The footsteps I'm supposed to walk
But the shadow falls dense around me
I'm just a candle to a roaring bonfire

Father, your ultimate sacrifice
Gave me safe passage back to the world
Now I'm stranded in this fool's paradise
And there's no cure for a shattered soul

People, I beg you
I am on my knees
I can't stand this
It's killing me

Even when you lose yourself
I will still be here for you
And those times I hurt myself
I will ask nothing of you, no
Nothing of you in return

Mother, you laid all the hate on me
You both had a taste for saving the world
A mammoth undertaking
Was placed upon me

People, understand
I don't want the throne

Even when you lose yourself
I will still be here for you
And those times I hurt myself
I will ask nothing of you, no
Nothing of you

I will still be here for you
And those times I hurt myself

(And those times I hurt myself)
You have to silence the fear you have in your heart
(Always do more than) what's required of you
(What you want now)

Even when you lose yourself
I will still be here for you
And those times I hurt myself
I will ask nothing of you, no
Nothing of you in return

People, I beg you
People, I beg you"
01niGNTcFtX1wweTTWQbb2,Brave - Don Diablo VIP Mix,2019,Electronic,4,0,0,0,0,joy,"I'm brave

I'm brave

I'm brave
I'm brave
Even when the fear is staring in my face

Oh, I'm brave
I'm brave
I'm brave
I'm brave (I'm brave, I'm brave)

Oh-oh, oh, oh
Oh-oh, oh, oh (I'm so brave)
Oh-oh, oh-oh, oh-oh, oh-oh
Switch

I'm brave

I'm brave

I'm brave
I'm brave
Even when the fear is staring in my face
Oh, I'm brave
I'm brave
I'm brave
I'm brave (I'm brave, I'm brave)

Oh-oh, oh, oh
Oh-oh, oh, oh (I'm so brave)
Oh-oh, oh-oh, oh-oh, oh-oh
Switch"
0FhUOlLXRClxV8ovWQYQ2Y,Bucking the System (feat. Kevin Gates),2019,Hip-Hop,2,2,6,0,0,anger,"Zaytoven
Huh
They should put me on SportsCenter with all this ballin' I be doin' (Gucci)
You can't see Wop on your best day, nigga (gang)
It's Gucci
Huh
Trappin' all day on the goddamn skreets
I didn't even have nowhere to goddamn sleep
I remember recordin' in Zay' mama basement
Way, way, way before he ever had a placement (on God)
Dead bodies in the bando, we called it a vacant (bando)
Smokin', drinkin', sellin' dope but I was on probation (facts)
Turned into a killer soon as I left off Cecilia (straight up)
I don't think they feel you 'til the ghetto try to kill ya' (oh Lord)
Free my niggas in the system, motherfuck the system
If you a snitch, fuck you and who snitchin' with ya (fuck ya)
Loan money walk, let the lady take her picture (mwah)
Not every day the bitch see a million dollar nigga (well damn)
Hired killers with me now, I can't be a victim (pow, pow)
Choppa close by all the time, I'm buckin' the system
Diamonds precious, but nothin's more precious than wisdom (bling)
The fresh is in the buildin', bless the ghetto children (bless 'em)
Fronted me to pack, I ain't pound 'em back, I'm buckin'
Been known to buck the system, call the plug and told 'em, ""Fuck 'em""
Pockets swole for parole, I feel is an injustice
This for me to be broke and strugglin', I can't be out hustlin' (Gucci)
I'm buckin', I'm buckin', I'm buckin'
I'm buckin', I'm buckin', I'm buckin' the system
I'm buckin' on niggas, I'm buckin' up pistols
I'm takin' up pistols and kill 'em
I'm buckin', I'm buckin', I'm buckin'
I'm buckin', I'm buckin', I'm buckin' the system
Don't fuck with these niggas
Don't rock with these niggas
They try me, I'm buckin' the system
Breadwinner fly and I'm goin' out gangsta
Gold mouth dawg and your homeboy fakin'
Breadwinner landlord, need another favor
Peterbilt, eighteen-wheeler with the reefer trailer
I don't get a load in, I'ma send a load, bitch
Had to strong arm to the judge up in court, bitch
Ding-dong, push button bricks, front door shit
1017, nigga, Breadwinner, Brick Squad! (Brick Squad!)
I control a forklift, yeah, they just sent four
Hundred round discharge, writin' on the clipboard
Put you in the coffin, I bought a new fit for it
Bite a nigga apple (baow), MacBook laptop
Droptop, MAC-11, ridin' with the strap out
Got my own blueprint, guess I got it mapped out
Just was on Carolina, standin' in the trap house
Said I wouldn't be shit, think I didn't hear about it
Now a nigga clip cost bigger than your real house
I get on a helicopter blindfold to Mexico
You pull up to meet a middle man at Texaco
Breadwinner safeguard, run off on who?
You gotta send the money 'fore the load come through
Nigga Peewee League, pay with peewee cheese
I be overseas, I'm in Medellín with it
If you takin' my lick, I got felonies, nigga
Livin' like that when I fell in these systems
Real Hermés, what we sell in these trenches
Deal cocaine, but the recipe different
Ask Lee Lucas if I'm cut like that
Real street nigga, but the pedigree different
Pillow talk 'bout me, you a jelly bean nigga
I slam on your fam' if you tell on me nigga
I slam on your fam' if you tell on me nigga
I'm buckin', I'm buckin', I'm buckin'
I'm buckin', I'm buckin', I'm buckin' the system
I'm buckin' on niggas, I'm buckin' up pistols
I'm takin' up pistols and kill 'em
I'm buckin', I'm buckin', I'm buckin'
I'm buckin', I'm buckin', I'm buckin' the system
Don't fuck with these niggas
Don't rock with these niggas
They try me, I'm buckin' the system"
2ZM3NHXmumdyy4i1BWyHwU,My Way,2019,Blues,3,4,1,0,0,sadness,"And now the end is coming near
 I'm about to reach the final curtain
 All of my friends, let me make it real clear
 I'm staking my claim of which I'm trying to be certain
 I've lived, I've loved, I've lost
 And I've traveled, the Lord only knows
 How many, many, many, many highways
 More, so much more than this
 I did it my way
 Regrets, regrets, I've had a few
 But about regrets, I just won't mention
 I did exactly what I thought I should do
 Stood right there and saw it through without exemption
 I planned each charted course
 Each careful step along the byway
 And more, so much more than this
 I did it my way
 What is a man? What has he got?
 If not himself then he has not
 To say the things he truly feels
 And not the words of one who kneels, oh oh
 Let the record show, let it show you took some blows
 And did it your way
 Ah, tell me, what is a man? Oh, hear me now, what has he got?
 If he don't have himself, then let me leave you with it, he has not
 Anytime he cannot say the things that he truly feels
 And not the words of one who kneels
 So let him find out
 Let the record show, let it show you took some blows
 And did it your way, oh your way
 
 And now the end is coming near
 I'm about to reach the final curtain
 All of my friends, let me make it real clear
 I'm staking my claim of which I'm trying to be certain
 I've lived, I've loved, I've lost
 And I've traveled, the Lord only knows
 How many, many, many, many highways
 More, so much more than this
 I did it my way
 Regrets, regrets, I've had a few
 But about regrets, I just won't mention
 I did exactly what I thought I should do
 Stood right there and saw it through without exemption
 I planned each charted course
 Each careful step along the byway
 And more, so much more than this
 I did it my way
 What is a man? What has he got?
 If not himself then he has not
 To say the things he truly feels
 And not the words of one who kneels, oh oh
 Let the record show, let it show you took some blows
 And did it your way
 Ah, tell me, what is a man? Oh, hear me now, what has he got?
 If he don't have himself, then let me leave you with it, he has not
 Anytime he cannot say the things that he truly feels
 And not the words of one who kneels
 So let him find out
 Let the record show, let it show you took some blows
 And did it your way, oh your way"
543bCW2ruMPmxUBWirQ3MR,Cross Me (feat. Chance the Rapper & PnB Rock),2019,Pop,6,1,3,0,1,joy,"Anything she she need, she can call me
Don't worry 'bout her, that's my seed
Dang that's all me
Just know if you cross her
Then you cross me, cross me
If you, if you, if you
Anything she need, she can call me
Don't worry 'bout her, that's my seed
Dang that's all me
Just know if you cross her
Then you cross me
If you, if you, if you
She is messing with no other man
Me and her have something different
I really need all you to understand
That nobody's coming close
And I don't ever wanna run around
I spent my youth jumping in and out
But you know i fucking love her now
Like nobody ever could, you know
Stay stripping am i crazy oh no
I'm sticking with my baby, for sure
Together or solo
It doesn't matter where we are, oh no-no
So if you hear about my lady, just know
That she ain't the one to play with, oh no
And i'll be standing so close
So you know that, hey
Anything she need she can call me
Don't worry 'bout her that's my seed
Dang that's all me
Just know if you cross her then cross me, cross me
If you, if you, if you
If you cross her
Then you cross me
Nobody's coming close, yeah
And I think that you should that
If you cross her
Then you cross me
So come on and let it go
Oh i think that you should know
She ain't messing with no other man
Now what you not gon' do
Is stand there cross from me like you got kung-fu
Death stare, crossed arms, running your mouth like a faucet
But you don't know that my girl been doing crossfit
Kung pow! get your ass with a cross kick
Blowing air out, wear y'all out, you exhausted
Know she's gonna slide anytime you bitches talk shit
Keep lil' blade in her
Fucking up cross kit, yay
No one say hi to me without her
Better pay your respect to the queen
Better do that shit without a flirt
Gotta to respect h.b.i.c
Couple of things that you need to know
If you still wanna be friends with me
Just know that if you cross her
Then you cross, cross me
If you, if you, if you
If you cross her
Then you cross me
Nobody's coming close, yeah
And i think that you should know that
If you cross her
Then you cross me
So come on and let go
Oh i think that you should know
She stay trippin' and she is crazy, oh no
Quit messing with my baby, for sure
Together or solo
It doesn't matter where we are, oh no-no
So if you hear about my lady just know that
She ain't the one to play with, oh no
And i'll be standing so close
So you know that
If you cross her
Then you cross me
Nobody's coming close, yeah
And i think think that you should know, that
If you cross her
Then you cross me
So come on and let it go
Oh i think that you should know
If you cross her
Then you cross me
Just know that if you cross her then you cross me
Cross me, cross me, cross me, oh-yeah"
07wsr8b3h0n18wBeyZU0ht,My Other Side,2019,Pop,1,3,0,0,0,sadness,"In tiny room surround
I live with these walls alone
Looking at mirror, talking to self
Hiding all pain behind
People have seen me sing in halo lights
They imagine me class so hifi
But they don't know the other side
You don't know my other side

Happiness I am looking for
In this lonely searching soul
With only music which doesn't talk to me ever
But tells me what I want to hear
Like an empty glass my life
Like an empty glass
Like an empty glass

I'm lost alone, alone
In tiny room surround

In tiny room surround
I live with these walls alone
Looking at mirror, talking to self
Hiding all pain behind
People have seen me sing in halo lights
They imagine me class so hifi
But they don't know the other side
You don't know my other side"
2pfie4H3j2RbeYuAsmojRv,Eternal Warrior,2019,Rock,0,2,4,0,0,anger,"Standing in the howling rain
You've been waiting for the wind of change
You will never be the same, beware the hurricane

Crawling in the endless pain
You've been waiting for the ringing bell
You will never be the same, time to move on

Faster than the speed of sound
Got a vision for the higher ground
No time to lose, follow the morning sun

Higher than the stars you found
Got a reason to believe yourself
And rewrite the fate, you will win the game

Darkest days are gone
No more escaping, nor hiding, you know what you need
Wake up from your dream

Now you're on your own
You are the keeper, revenger and guide of your soul
Who opens that door

You'll survive, you'll never die
Standing warriors
With despair, world's so unfair
Crawling warriors

Into the nightmare
Into the fire

Standing in the howling rain
You were born to be a bird of prey
Drag'em all the way, you eat'em and pray

Brighter than a flash of light
You got a reason to believe again
And rewrite the fate, you will win the game

Darkest days are gone
No more escaping, nor hiding, you know what you need
Wake up from your dream

Now you're on your own
You are the keeper, revenger and guide of your soul
Who opens that door

You'll survive, you'll never die
Standing warriors
With despair, world's so unfair
Crawling warriors

Into the nightmare
Into the heat of fire"
3ZznDRLojMv5oWkeuvGSFR,Stay (feat. Dana Williams),2019,Hip-Hop,3,0,0,0,0,joy,"It never turns out the way you think
 But after the years of daydreaming
 I found someone who makes me feel
 Someone who gives my life meaning
 (Someone who gives my life meaning)
 It never turns out the way you think
 But after the years of daydreaming
 I found someone who makes me feel
 Someone who gives my life meaning
 Your arms around me
 I feel so sure about it
 Your heart surrounds me
 I feel so pure
 Tell me you wanna stay
 ♪
 I could try to write it down
 But my words can't describe the way I feel
 One look in your eyes and then I drown
 In the depth of your soul without a sound
 Your arms around me
 I feel so sure about it
 Your heart surrounds me
 I feel so pure
 Tell me you wanna stay"
